Run,EventID,RA [deg],Dec [deg],RA_50_min [deg],RA_50_max [deg],Dec_50_min [deg],Dec_50_max [deg],RA_90_min [deg],RA_90_max [deg],Dec_90_min [deg],Dec_90_max [deg],Contour Area (50%) [sqdeg],Contour Area (90%) [sqdeg]
126989,59479399,197.75,19.75,0.78,0.74,0.75,0.64,0.78,0.74,0.75,0.64,1.5133294277309184,4.992667514457927
127154,9907321,261.83,-2.20,0.26,0.24,0.20,0.19,0.26,0.24,0.20,0.19,0.14811317700923243,0.47013868521926694
127650,18431575,92.86,10.66,0.40,0.40,0.31,0.31,0.40,0.40,0.31,0.31,0.38111109443804986,1.3569809646127877
127742,55820225,151.17,15.71,0.26,0.22,0.30,0.29,0.26,0.22,0.30,0.29,0.2102556786943519,0.7058451362610189
127853,67093193,240.29,9.22,0.17,0.12,0.12,0.14,0.17,0.12,0.12,0.14,0.05729381151793845,0.22066941734128032
127910,25056152,353.01,2.39,0.39,0.37,0.36,0.34,0.39,0.37,0.36,0.34,0.40314697885595796,1.3084394529833068
128065,17929326,214.80,39.74,0.46,0.50,0.50,0.50,0.46,0.50,0.50,0.50,0.5623503639280802,1.9102376924187787
128067,65335330,303.75,12.87,0.28,0.26,0.31,0.28,0.28,0.26,0.31,0.28,0.24321993876362977,0.81191045456802
128209,54386016,351.56,0.93,0.28,0.25,0.26,0.30,0.28,0.25,0.26,0.30,0.22606587375892187,0.7493671370515762
128253,44251618,64.60,27.45,0.51,2.42,0.51,0.56,0.51,2.42,0.51,0.56,1.5190379502840508,4.763692980896021
128292,15195696,312.93,20.26,0.35,0.31,0.46,0.38,0.35,0.31,0.46,0.38,0.4023396808658219,1.3679114685314087
128311,26552458,122.39,-0.67,0.38,0.18,0.26,0.16,0.38,0.18,0.26,0.16,0.1771798308697275,0.5856314589265688
128334,9739548,87.00,48.68,2.04,1.91,1.37,1.43,2.04,1.91,1.37,1.43,5.711159242252256,19.74296622459575
128340,58537957,198.11,-32.49,0.65,0.76,0.44,0.42,0.65,0.76,0.44,0.42,0.7817942305356153,2.587101431269061
128547,14557367,240.51,1.72,0.46,0.45,0.63,0.62,0.46,0.45,0.63,0.62,0.8812645635648971,3.009414494234078
128567,21044380,192.96,37.45,0.96,1.04,0.57,0.61,0.96,1.04,0.57,0.61,1.4314253180499494,4.887053060012806
128606,54200591,188.66,-8.31,0.86,0.91,1.16,0.96,0.86,0.91,1.16,0.96,2.8115451515006953,8.960858654918642
128632,62194858,121.95,23.56,0.32,0.36,0.25,0.30,0.32,0.36,0.25,0.30,0.2690628943777314,0.9296120688800631
128651,44166050,118.96,1.94,0.46,0.59,0.68,0.91,0.46,0.59,0.68,0.91,1.1686163383985717,4.288455970060662
128755,32356079,77.92,1.49,0.65,0.57,0.63,0.58,0.65,0.57,0.63,0.58,1.169103833624327,4.143955081936054
128967,17750653,62.31,18.21,0.34,0.66,0.46,0.42,0.34,0.66,0.46,0.42,0.6602566541868906,2.185841877210272
129020,20626582,311.70,7.93,0.31,0.35,0.39,0.32,0.31,0.35,0.39,0.32,0.36191543774142204,1.2416538817036538
129144,66284903,179.21,32.84,0.54,0.48,0.53,0.56,0.54,0.48,0.53,0.56,0.6857732150510993,2.581402163130872
129267,34234803,156.01,5.64,0.51,0.48,0.32,0.34,0.51,0.48,0.32,0.34,0.513507617909812,1.7393425247169128
129307,80305071,97.87,-14.32,0.46,0.42,0.41,0.44,0.46,0.42,0.41,0.44,0.5586933435737902,1.9724759893514143
129420,59928529,240.91,5.53,0.97,1.07,0.41,0.36,0.97,1.07,0.41,0.36,1.1724883670915498,4.079747634805062
129434,58903823,4.39,-0.48,0.44,0.46,0.27,0.29,0.44,0.46,0.27,0.29,0.39030927375392577,1.295124433156214
129506,49650572,226.36,30.26,0.63,0.64,0.51,0.58,0.63,0.64,0.51,0.58,0.8732366475092292,3.053373684953389
129654,8332254,74.40,25.94,0.75,0.86,0.52,0.57,0.75,0.86,0.52,0.57,1.240179326187581,4.272684581128119
129677,55886338,281.07,9.52,0.48,0.64,0.32,0.36,0.48,0.64,0.32,0.36,0.5377183770051175,1.9471381759967659
129777,67372962,207.86,23.60,0.95,0.68,0.54,0.46,0.95,0.68,0.54,0.46,1.0985437721109024,3.6698218208201436
129855,33565191,0.09,4.74,2.37,0.66,0.29,0.28,2.37,0.66,0.29,0.28,0.6285883882294837,3.0797739234904244
129878,40814378,21.71,-2.87,0.36,0.56,0.40,0.34,0.36,0.56,0.40,0.34,0.43813565226659196,1.360601158965237
129915,72252401,27.25,18.72,0.29,0.24,0.26,0.29,0.29,0.24,0.26,0.29,0.21935489548335946,0.748683756272072
129933,32926212,38.06,10.96,3.53,1.53,2.02,0.66,3.53,1.53,2.02,0.66,7.473832582059345,20.166207714863337
130034,7858514,172.75,-2.69,0.28,0.25,0.25,0.27,0.28,0.25,0.25,0.27,0.21342770679386708,0.7246499644793268
130092,30964247,132.45,17.31,0.50,0.45,0.50,0.39,0.50,0.45,0.50,0.39,0.6074255240755297,2.1761013190880494
130172,52824390,294.83,1.04,0.28,0.29,0.39,0.33,0.28,0.29,0.39,0.33,0.314212622033147,1.100178553717962
130588,44934051,74.44,11.07,0.62,0.67,0.31,0.26,0.62,0.67,0.31,0.26,0.519423746384163,1.7480524743935117
130684,80612787,66.80,5.87,0.34,0.34,0.35,0.37,0.34,0.34,0.35,0.37,0.3809532170217644,1.3022399749118594
130797,67186364,287.27,5.75,0.31,0.25,0.25,0.25,0.31,0.25,0.25,0.25,0.21809938997818726,0.7100192430158108
130932,35022693,305.29,-4.03,0.71,0.56,0.27,0.25,0.71,0.56,0.27,0.25,0.49667446855591624,1.773798657269792
131145,43542963,340.53,4.33,0.40,0.44,0.54,0.59,0.40,0.44,0.54,0.59,0.740297505925453,2.49601282829857
130033,50579430,77.48,6.05,0.28,0.31,0.26,0.27,0.28,0.31,0.26,0.27,0.23688679290174153,0.849418406316057
130214,17569642,340.40,7.37,0.13,0.15,0.19,0.14,0.13,0.15,0.19,0.14,0.07277238459002253,0.23624233633260477
130561,84363835,206.28,3.73,0.44,0.40,0.25,0.31,0.44,0.40,0.25,0.31,0.35768845095420426,1.123042229232489
130597,55489144,207.69,23.68,0.23,0.26,0.16,0.22,0.23,0.26,0.16,0.22,0.12132122241263762,0.38974926850135067
130639,37366501,17.36,-10.50,0.31,0.35,0.24,0.29,0.31,0.35,0.24,0.29,0.2672940367142082,0.9043307735631045
130801,16289732,58.01,0.63,0.43,0.49,0.26,0.33,0.43,0.49,0.26,0.33,0.4112070157689986,1.3437613857769746
130912,76035104,218.72,0.60,0.32,0.33,0.28,0.33,0.32,0.33,0.28,0.33,0.30726023638277905,1.0008166714076632
131134,60192271,68.64,-0.86,0.26,0.26,0.26,0.27,0.26,0.26,0.26,0.27,0.2194555519964967,0.7198793066169301
131165,9342044,37.18,11.45,0.53,0.56,0.83,0.69,0.53,0.56,0.83,0.69,1.2431547275033281,4.1911344844583285
131475,34507973,145.28,-2.24,0.40,0.33,0.35,0.32,0.40,0.33,0.35,0.32,0.3734930614164183,1.2752465235704449
131477,57977901,141.33,26.57,0.67,0.68,0.57,0.47,0.67,0.68,0.57,0.47,0.9840575241124668,3.4889841809469035
131602,39194539,77.30,1.42,0.26,0.28,0.30,0.34,0.26,0.28,0.30,0.34,0.26698501535959607,0.8886390134191041
131624,12296708,224.56,-34.91,0.40,0.56,0.32,0.41,0.40,0.56,0.32,0.41,0.4268400992191966,1.3180049535395206
131653,53411354,269.56,-8.54,0.39,0.33,0.47,0.44,0.39,0.33,0.47,0.44,0.48681394779822085,1.6688542346855355
131746,47815348,5.14,18.92,0.29,0.30,0.28,0.28,0.29,0.30,0.28,0.28,0.24520402955110676,0.8152250757024735
131767,7377802,323.13,49.17,1.12,1.12,1.20,1.18,1.12,1.12,1.20,1.18,2.680904109166824,8.982130445901879
131768,80926380,132.80,29.96,1.17,1.87,1.91,1.91,1.17,1.87,1.91,1.91,6.822546250825567,20.775427300450684
132043,80110393,57.13,-0.71,0.35,0.34,0.39,0.26,0.35,0.34,0.39,0.26,0.3521572699067342,1.075122884878565
132128,69441226,244.69,38.44,0.28,0.22,0.23,0.21,0.28,0.22,0.23,0.21,0.1328122306451369,0.4717322286984764
132206,36575563,227.81,-4.14,0.30,0.35,0.28,0.26,0.30,0.35,0.28,0.26,0.26951614921437006,0.9565717448598892
132229,66688965,268.42,-16.84,0.30,0.35,0.36,0.22,0.30,0.35,0.36,0.22,0.2833747055247311,0.8671335534091056
132237,23969090,155.13,19.75,0.28,0.26,0.25,0.23,0.28,0.26,0.25,0.23,0.18981863005371996,0.64736259748786
132508,42419327,120.45,6.58,0.47,0.40,0.30,0.42,0.47,0.40,0.30,0.42,0.4782820484173137,1.6096049842947373
132577,42662743,128.41,12.75,0.30,0.40,0.32,0.35,0.30,0.40,0.32,0.35,0.3573571557278306,1.2187604713213822
132707,54984442,343.17,10.05,0.33,0.41,0.30,0.32,0.33,0.41,0.30,0.32,0.3525481204037394,1.1864450682318415
