# run evtid TE_ORIG[TeV] evttype
136055 348073 40.010343831826006 LED
136057 6147475 25.06235271802438 LED
136170 48281000 63.09022447967135 HED
136241 22093816 168.49164990317402 HED
136249 27650203 42.79075495948815 LED
136260 4895987 60.3649676873487 HED
136348 65788242 351.40221666201325 HED
136366 14203460 38.19315416043574 LED
136385 7450363 81.65333470143024 HED
136388 4701751 84.69688126537852 HED
136392 25495567 172.0436491793639 HED
136441 11435033 47.80168457446418 LED
136504 1833389 27.29342013301522 LED
136506 15341152 42.6390828163363 LED
136556 43687362 26.55342636695042 LED
136565 2186969 43.05652000621484 LED
136568 17854328 139.65793941350262 HED
136588 56014830 21.874500840244053 LED
136615 14688828 58.20148687620689 HED
136627 61640402 57.44041112567638 HED
136662 35405932 27.04693526026508 LED
136766 7637140 79.06647091186649 HED
136775 22443736 32.29236345758862 LED
136783 66879340 29.82243180152684 LED
136973 28816141 36.809875843173806 LED
137019 70165712 84.46278106096219 HED
137065 22012496 39.1096570804529 LED
137096 70551815 47.93009075822438 LED
137217 75180896 45.120155776629154 LED
137296 24212476 61.279157943441135 HED
137350 7930341 138.3717633175313 HED
137390 43495485 107.17606961889364 HED
137467 64735045 87.89599147202578 HED
137469 77414913 43.03262380156257 LED
137487 35344578 47.70889651446929 LED
137537 52990531 42.587102467823755 LED
137571 16496893 37.64552870191596 LED
137603 30799022 23.892781474602998 LED
137661 22129736 77.07600144135155 HED
137668 51133257 35.05021306297422 LED
137711 79205800 142.34217983776 HED
137794 38132005 22.52385088156574 LED
137806 8756840 24.889855398535303 LED
137840 57034692 57.368209950659065 HED
137910 29871391 96.93150852510546 HED
137932 1791376 33.4360658119889 LED
137971 11526243 51.870195689383735 HED
138005 24780443 50.571856586704854 HED
138125 11333473 567.3094157887107 HED
138125 29513102 18.230448317360285 LED
138131 35302784 42.95082839245242 LED
138181 66037171 93.29319940547876 HED
138193 21103478 29.877968705402242 LED
138198 44334860 42.44251870273348 LED
138354 45413430 37.516245830808714 LED
138415 56188508 125.16822655000206 HED
138449 20481611 53.48847684003781 HED
138487 60138479 61.61342310320655 HED
138515 8773328 70.1671085501793 HED
138599 39138591 137.28097705845846 HED
138632 31747601 21.50089571828078 LED
138669 4054005 20.58416533465316 LED
138821 46175426 22.454012491526765 LED
138890 34080563 42.912239685599445 LED
138938 62272876 176.05664786378605 HED
139071 47725621 74.1733736968586 HED
139100 34742349 42.41865429205787 LED
139204 39158985 48.63566619252013 LED
139205 9784024 48.931403867644484 LED
139279 10803235 64.58016173523981 HED
139303 27647445 51.69273673365337 HED
139315 50057906 61.926071311548014 HED
139674 30853199 36.62314872817376 LED
139685 1723093 23.016563664584467 LED
139735 13003768 34.63483209994164 LED
139912 46959751 207.59359098093373 HED
139939 8268246 69.14996485192026 HED
140078 30891383 24.375210469155988 LED
140125 41215060 105.1276294101349 HED
140284 303893 49.43026845794582 LED
140312 53817657 103.05028436589795 HED
140314 61338661 15.919079364733918 LED
