# run  evtid    area50             area90
130743 25740057 1.9539805177572476 4.816102987559391
126878 30560694 0.44915323982003846 1.8884107017251253
118778 61465314 0.6393057063131935 1.8687397569154884
127357 17650073 0.8196227004015301 2.3605133771564066
122663 58987459 2.2162597818857375 7.268414107160768
131653 63430929 1.1146868725460808 3.2358704211852407
118539 54350726 1.5605616215645133 4.684963355495146
121769 40349510 1.1966491425862338 3.5309345933297913
122316 49995489 4.957078092028453 14.759765588830753
130033 50579430 0.3999758777959467 1.5507261491596949
134552 68615710 0.00983547240481836 0.14753208607227541
138198 44334860 0.5901283442891017 1.9539805177572476
135251 10024822 25.336176914812096 78.05430900463851
130034 7858514 2.6064001872768654 8.42572136012773
123334 75182550 0.9769902588786238 2.9834266294615692
129420 59928529 4.396456164953808 12.46482202770647
129550 51402681 9.940384110469756 27.932741629684145
118475 52691508 1.6326884191998479 4.242367097278319
129020 20626582 12.664809966604443 45.8005164984375
129232 51118868 2.5834507516656227 9.215837643314805
137350 7930341 77.6215482188265 190.51965746293487
136170 48281000 1.5736755847709376 4.091556520404438
132321 28454069 25.3919112584394 69.87119596382963
134013 16038252 3.5473270473378222 13.61229380826861
135591 36044887 0.8524076084175912 2.5178809356335003
136241 22093816 0.5770143810826771 1.6130174743902113
128567 21044380 3.4030734520671526 11.379641572374844
126423 50123696 2.3310069599419516 7.570035260908532
134512 71996695 2.9834266294615692 8.887988563154192
134715 65785778 12.618911095381957 37.87968272175711
128340 58537957 3.327668163630212 10.078080724137214
125973 80686964 12.432037119690408 49.51832506745884
124861 32863663 0.16720303088191213 0.3770264421847038
120244 21476686 0.8884710072352586 3.0162115374776306
130597 55489144 0.5540649454714344 1.3540167010633277
126812 38566267 0.272114736533308 0.9376483692593504
137668 51133257 null null
137668 51133257 0.272114736533308 0.9376483692593504
127910 25056152 1.1081298909428687 3.5768334645522772
136565 2186969 1.1278008357525053 3.7768214034502505
118973 25391094 0.16392454008030602 0.4458747490184324
118660 61529737 3.1309587155338447 12.343517868047043
126717 29833358 9.333863312172625 29.142504735476802
136766 7637140 2.3342854507435575 7.46184506445553
131145 43542963 14.428638017868535 52.455852825697924
134081 58268464 2.34084243234677 7.284806561168799
122895 69011827 0.8229011912031362 2.6293496228881086
130126 56068624 4.094835011206044 12.707430347025323
133985 60770138 6.58320952962509 16.913734045485974
125422 26630854 1.8654612661138825 5.307876607800309
125349 12316485 6.671728781268455 19.56931159478693
121840 62872761 0.07212679763533464 0.23605133771564066
118741 43101116 0.8130657187983178 2.4490326287997717
137390 43495485 1.7441571064544559 5.56032039952398
136348 65788242 14.031940630874194 37.34856721189692
129154 45298080 1.390080099880995 3.98008783314983
132792 60166398 6.081600436979353 15.015487871356031
124136 15174527 3.947302925133769 11.428818934398935
130639 37366501 0.9802687496802299 2.7408183101427164
123662 27529428 14.943361073720697 102.60364812706514
133092 52499868 1.0720664921252012 3.360453071646273
131746 47815348 1.2687759402215686 4.599722594653387
129144 66284903 6.491411787180118 23.496943575111064
130220 11599241 0.03606339881766732 0.10819019645300197
124829 42577032 0.41308984100237117 1.583511057175756
133433 29047901 2.5277164080383185 7.035641260246734
131475 34507973 2.1408544934487965 6.094714400185778
126703 23477554 0.059012834428910164 0.1934309572947611
125929 11025256 2.1703609106632515 5.4127883134517045
126863 14025085 3.2653768383996957 9.792852024397481
123228 40504010 1.2654974494199625 3.7178085690213405
138181 66037171 null null
138181 66037171 1.2654974494199625 3.7178085690213405
134979 17138286 0.7442174119645893 2.0621707142102497
131768 80926380 18.34643452578785 66.72384479428776
126620 19175993 2.6850839665154127 8.137214169586391
135553 7213992 1.3113963206424482 4.7734826071385115
127112 69211097 0.9901042220850483 2.9670341754535388
136015 21306805 4.498089379803597 12.327125414039012
131602 39194539 3.409630433670365 11.06162796461905
123240 49730417 0.04589887122248568 0.13441812286585092
129654 8332254 40.915565204044384 123.16634243473872
125071 31397276 43.643269550980676 111.83587822438797
128651 44166050 6.0684864737729285 16.523593640094845
122060 56194427 0.9769902588786238 2.9768696478583574
134187 72386329 6.225854032250022 26.175470560023264
120535 24248640 0.4819381478360997 1.4982702963339969
123751 34239163 0.16392454008030602 0.5835713626858894
119125 14422170 2.5998432056736536 7.586427714916562
128785 76992952 1.6982582352319704 4.337443330524897
122152 30701331 4.0161512319674975 11.084577400230293
136366 14203460 4.393177674152201 13.677863624300734
129915 72252401 2.4949315000222576 7.838871506640234
130684 80612787 4.448912017779505 12.792671107867081
135936 74588253 5.927511369303866 17.992357519214387
130561 84363835 1.1245223449508992 2.8522869973973246
134817 29175858 1.937588063749217 6.504525750386542
136775 22443736 8.419164378524517 21.71672306983894
118342 24578488 1.4031940630874196 4.58005164984375
136556 43687362 5.245585282569793 16.812100830636183
134139 35473338 1.8949676833283375 16.19902305073584
118738 995844 0.2294943561124284 0.6130777799003445
126769 62990844 8.055251899546237 25.913191295894773
134207 33533447 0.33440606176382426 1.173699706974991
137469 77414913 0.28850719054133855 0.9573193140689871
127603 48070937 1.203206124189446 3.432579869281608
137971 11526243 7.592984696519775 21.939660444348156
127742 55820225 0.36719096977988547 1.41958651709545
120884 64276946 0.7147109947501342 1.8490688121058518
126082 40384770 8.288024746460271 25.464038056074735
134498 12605830 0.9868257312834422 3.048996445493692
123762 72626160 0.3507985157718549 1.2359910322055074
118576 45696357 1.0228891301011096 3.193250040764361
138005 24780443 7.107768057882069 18.76608134839343
128632 62194858 4.632507502669448 15.06794372418173
138193 21103478 3.409630433670365 10.137093558566123
122055 5809789 3.1014522983193897 9.661712392333236
120027 12133428 1.5867895479773622 5.284927172189066
133091 81419 7.85854245144987 24.36902212833829
128606 54200591 8.622430808224097 24.155920226233896
128311 26552458 0.5409509822650098 1.8916891925267314
135908 43512334 null null
135908 43512334 0.5409509822650098 1.8916891925267314
136783 66879340 0.2622792641284896 0.9442053508625626
127853 67093193 0.2622792641284896 0.8032302463934995
126911 6416344 0.6852045775356791 2.4096907391804985
135930 15193553 6.806146904134305 21.664267217013244
121761 41853263 5.130838104513578 15.30399506189737
127495 54505431 1.665473327215909 4.999698472449333
132465 3856549 7.665111494155109 20.926606786651867
126456 35956042 1.4785993515243603 4.498089379803597
124221 76481548 8.684722133454613 25.72303882940162
135736 30987826 0.4327607858120079 1.2195985781974767
132229 66688965 1.8195623948913968 4.278430496095987
130932 35022693 1.79989145008176 5.612776252349678
127790 45902607 1.6753087996207274 4.707912791106389
133119 22683750 5.573434362730405 22.25767405210395
124569 22040903 7.963454157101266 24.008388140161617
135292 56063172 0.5114445650505548 1.6785872904223336
125757 12938244 0.7901162831870749 2.39985526677568
126860 17477746 4.704634300304782 12.300897487626163
134698 40735501 0.28195020893812633 2.7768817089603837
129777 67372962 1.7244861616448193 5.307876607800309
132128 69441226 0.5409509822650098 1.5310552043500583
136441 11435033 2.2162597818857375 6.897944646579277
133644 43767651 0.0983547240481836 0.3048996445493692
124296 49827757 98.19735648970651 298.57871428387256
120045 22615214 4.881672803591513 15.526932436406586
126148 74589372 1.9769299533684905 4.757090153130481
133609 37927131 5.137395086116791 14.969589000133546
