# This file contains only completely reco events so far (to be updated)
# run   evtid    area50_llh           area50_fit        area90_llh         area90_fit
126989 59479399 1.5524386544924504 1.517135120848909 5.127198371780226 5.048153217402217
118973 22324184 0.6270223755083645 0.6063971104081133 2.059021316950164 2.032458725857359
118539 54350726 0.37436198158124523 0.4054838423469504 1.347817394538047 1.4680637607376121
132077 9759013 0.07000684649564998 0.08161550502075597 0.2607643302703821 0.27022039468286146
122361 46565711 1.8674768906399009 1.93608431677936 6.435494414573536 6.439708665197449
126878 30560694 0.18476021706466392 0.1984463499500856 0.6426574144361021 0.6096572018536174
119739 41603205 0.09790834616967627 0.09391142302439065 0.3224142830661542 0.3107488819482047
132229 66688965 0.3412260046838954 0.3046571681301778 0.9951426732096019 0.9270447601376625
129232 51118868 0.8779899117122012 0.9418905035765653 3.1442908733911636 3.4966521543781517
128606 54200591 2.7129631901309117 2.7967108173569444 9.095806052273472 8.906776621076254
120680 12284754 0.880628089455761 0.8887071887156635 3.0029663980555554 3.0949762503383487
129267 34234803 0.477853804094421 0.5185613024111908 1.710627447633327 1.7527348060114512
122152 30701331 0.6414771094589277 0.6340462755223167 2.1001414219523205 2.118297098161447
127742 55820225 0.18455558262472535 0.20320104385406687 0.6731559937972131 0.7114185308866686
122318 21601607 0.17727515275081726 0.18037146476016902 0.6002759670112155 0.592936192523139
125011 43302321 0.15114689047104904 0.1469449733389885 0.5075349012529771 0.5247092667022883
120798 20915945 0.10862149993189373 0.1099925957045471 0.38833126407937335 0.4097685782944751
119136 66932419 1.5284172506807472 1.4949020190742832 4.969564679638334 4.811740741727021
125800 83097666 0.9834720289397023 1.0068493909928702 3.339977985581909 3.2955214673755684
118738 995844 0.12388509225176722 0.1249188496340735 0.4338223888671307 0.42924043601890693
125001 73159253 0.7319530871032425 0.8550766034009083 2.849758128381653 2.998724889461673
139100 34742349 7.340804844069359 7.544178602592176 25.29076201240873 25.762049360989515
122818 16944987 0.3518426810645023 0.3893650925584384 1.2135664504708523 1.2865802219527678
128755 32356079 1.1708843464187537 1.1812730710865005 3.9331757096678017 4.090778338945531
132508 42419327 0.4954051284416915 0.4824191601286678 1.609957881025893 1.5846136241852706
119146 28561103 6.312736830619278 6.124369493379921 20.481345347072093 19.66154340375226
138821 46175426 0.027059493846109183 0.024379256044329153 0.09978054914334356 0.09908138743538353
128906 80127519 0.26235437677250467 0.28092922078434973 0.8992646978529898 0.9428726924873808
123240 49730417 0.0844111276914838 0.0832603679545169 0.29502277598892074 0.32375332837209486
120260 65493286 0.07697205527096852 0.0768163467036834 0.2631962523138483 0.2603398891433808
121769 40349510 0.362987796129932 0.3661580521761965 1.1868877792604793 1.1666259024519388
125544 54236696 0.1947286303840601 0.20065604533316486 0.6731686391248498 0.6934807329819641
129701 49353375 0.5993851362113713 0.6123919680705343 2.045375366952458 2.035638407403862
130126 56068624 0.3173110615895259 0.42218053423485735 1.2912893747117764 1.5047285077008083
122605 60656774 0.27273340890832853 0.27350851431533746 0.9121858093956714 0.9557629769964777
126456 35956042 0.2238116297757268 0.23213997734427563 0.7740202409173786 0.804182823351131
129506 49650572 0.8179157986975154 0.8944591648563909 2.93194392086471 3.068617579996265
126308 20883844 0.19250295517954047 0.1945340616460895 0.6367723023105669 0.6409533697156251
131475 34507973 0.3086727964289238 0.37028192752829403 1.1783217858078567 1.2996423720614263
128567 21044380 1.2846351863431893 1.4287452651314538 4.6989236802780034 4.830047274343602
122772 38615684 0.19361587600570856 0.20217035152317378 0.6590001685246566 0.8045945932885221
131913 38717715 2.6292146444806037 2.718151447796874 8.898980714935322 8.514534173081934
128672 38561326 0.5779818540442306 0.6385513053055281 2.1271884333472664 2.3477235986394636
129420 59928529 1.176401950535044 1.2971428406074115 4.067841617928897 4.22166908851214
128311 26552458 0.19933472364424357 0.17772315700625618 0.5984133031806075 0.5461961965959355
130033 50579430 0.2208432791127302 0.24163767418441312 0.7850651928102168 0.8308118888398461
121840 62872761 0.2029167049382949 0.20084781947758168 0.667390016547275 0.6428066998033749
132518 766165 0.2726423575362512 0.39490423455209533 1.1988688300285804 1.6949163738281725
134777 8912764 0.3104121153648627 0.3618851893390072 1.189894649799641 1.2212634404628397
133119 22683750 2.577338711411912 2.439715519917965 8.25319533751951 7.9477418482464515
120535 24248640 0.18281777226643559 0.17438194936870585 0.5928719412648531 0.5800438841051542
127154 9907321 0.1447202953751907 0.14784066571953813 0.4690363134689143 0.46217418351034767
123145 34573112 0.24726065603311703 0.25060219230239283 0.8216254610687459 0.8089845449444001
118475 52691508 1.288646334489932 1.2880768102868585 4.286352611792525 4.075082345059154
123334 75182550 0.32771421606422657 0.3404185013933469 1.1246543762729468 1.1428919912685074
130639 37366501 0.2734942056131777 0.2654304303139392 0.8748543426892099 0.8834452101287923
123107 8144529 0.1300341334770742 0.13288212661936072 0.4446661738658395 0.4740310630779462
127112 69211097 0.7177688478235161 0.751138545462934 2.528503004435311 2.631099068587145
118178 17334444 2.080348591067364 2.1571693913957106 7.151978845849506 7.503861624317812
120157 59255331 1.5240619766248789 1.4785207387210038 5.0242765620146494 4.852487432305033
133394 27261780 0.3674334639010528 0.3956772196452333 1.3787193758419132 1.4393543807862084
124136 15174527 0.7751706764114276 0.7911699758005145 2.627770557106884 2.635317205747939
130932 35022693 0.4504462442263182 0.48557520815195904 1.6021453856349874 1.7296809740273873
123228 40504010 0.40701420847242786 0.37676170065866615 1.2728875055364293 1.245598780088639
119125 14422170 0.7516413531324008 0.7560948854241013 2.5095128337846417 2.5224599183614393
124547 66087371 10.957961419861322 11.173949281814277 121.6446993211762 133.75162575949238
131653 53411354 0.4329154007625467 0.4866033591814916 1.5832403338282115 1.703853167795594
