#E 	 30-90 	 0-30 	 -5-0 	 -30--5 	 -90--30
100.0 	 9.34400511977921e-10 	 0.0 	 0.0 	 0.0 	 0.0
138.94954943731375 	 3.4938890632190165e-09 	 0.0 	 0.0 	 0.0 	 0.0
193.06977288832496 	 6.534368690231747e-09 	 0.0 	 0.0 	 0.0 	 0.0
268.26957952797244 	 1.337615463975989e-08 	 0.0 	 0.0 	 0.0 	 0.0
372.7593720314938 	 3.97108402426286e-08 	 0.0 	 0.0 	 0.0 	 0.0
517.9474679231213 	 5.809537106819681e-08 	 0.0 	 0.0 	 0.0 	 0.0
719.6856730011522 	 1.1070353333136029e-07 	 0.0 	 0.0 	 0.0 	 0.0
1000.0 	 5.16167277254378e-07 	 0.0 	 0.0 	 0.0 	 0.0
1389.4954943731375 	 4.591912670748769e-07 	 1.794726069749106e-07 	 0.0 	 0.0 	 0.0
1930.6977288832495 	 1.2779935643318195e-06 	 0.0 	 0.0 	 0.0 	 0.0
2682.6957952797247 	 2.6081119094518433e-06 	 0.0 	 0.0 	 0.0 	 0.0
3727.593720314938 	 9.72491600495381e-06 	 0.0 	 0.0 	 0.0 	 0.0
5179.474679231213 	 0.00017252168997516497 	 3.245706326249891e-05 	 0.0 	 0.0 	 0.0
7196.856730011514 	 0.0004964278502613333 	 0.00017547703403177076 	 0.0 	 0.0 	 0.0
10000.0 	 0.002160306322028646 	 0.0020178737472846524 	 0.0 	 0.0 	 0.0
13894.95494373136 	 0.008001239256789328 	 0.008408699287150934 	 0.001143336704515053 	 0.0 	 0.0
19306.977288832495 	 0.039922803427826996 	 0.03564137235892435 	 0.0036979778901648284 	 0.0006053105029194898 	 0.0004527201775132125
26826.957952797275 	 0.14485165707278191 	 0.1774616108846536 	 0.08495167354677124 	 0.0 	 0.00418605625522924
37275.93720314938 	 0.5325550746167079 	 0.7972418881949594 	 0.29757733384050583 	 0.011755873999969683 	 0.014978988809837834
51794.74679231202 	 1.5812238456435752 	 2.749666977045497 	 1.466701908350861 	 0.06414411224754592 	 0.07675640787007479
71968.56730011514 	 4.377938351592742 	 7.521799210401925 	 5.648019094216158 	 0.16401996840770933 	 0.19776198906242126
100000.0 	 8.426168402906907 	 16.420038686002147 	 10.846650704214941 	 0.5203836323836994 	 0.4826561669409937
138949.5494373136 	 13.058586745648483 	 29.257805835498893 	 23.659320971390844 	 0.9958681905177164 	 0.9797657250769092
193069.77288832495 	 18.426240625921512 	 43.33490792560671 	 38.93346601721582 	 2.0140478832319504 	 1.798014723756875
268269.57952797273 	 22.774541427405424 	 61.66240864239219 	 55.18743887182551 	 4.190998608226225 	 2.7834455757211414
372759.3720314938 	 28.40520210389803 	 84.81555620421538 	 90.74743757235366 	 7.80687686227359 	 4.254778567121867
517947.4679231202 	 29.582984779000054 	 107.34507567940203 	 134.8972131480904 	 12.908016855265291 	 6.051962866634774
719685.6730011514 	 32.052520363886295 	 140.46039718864583 	 193.03449780403673 	 20.124829924512735 	 7.60897915657512
1000000.0 	 35.168486516145535 	 170.04420708753 	 228.94291302983737 	 28.061307939055286 	 9.820531395504132
1389495.494373136 	 27.568635121814832 	 206.46203133303538 	 335.2029884607463 	 46.170757998602035 	 11.57353351866029
1930697.7288832497 	 31.661908417590023 	 242.54284118033033 	 377.7619739084357 	 64.34030138718185 	 11.985875204384575
2682695.7952797217 	 29.505948090229808 	 303.39824545568604 	 524.8007946934143 	 90.99460840115329 	 15.053535168257607
3727593.720314938 	 23.672357736326628 	 340.10710811931733 	 716.7471398011901 	 146.4179860466916 	 20.265018560302153
5179474.6792312125 	 24.53673707548011 	 398.59207244134245 	 884.3041323865262 	 197.4771514625867 	 24.269443771418395
7196856.730011513 	 18.97868816064478 	 430.42676196869246 	 1044.2100463626762 	 269.37885131391147 	 25.356844633316044
10000000.0 	 14.501998981320098 	 473.22875697236407 	 1207.8000119417525 	 395.43465581645546 	 31.953876611107
13894954.94373136 	 13.42186909100519 	 551.4092710348467 	 1638.2414355347073 	 529.7204460729433 	 34.051983399535516
19306977.288832497 	 7.266795605641999 	 573.3282527462518 	 2062.071972291852 	 672.0190089731598 	 43.710849528934745
26826957.95279722 	 3.581699290265661 	 596.2769605775201 	 2345.6804392773415 	 885.3396395611253 	 65.73256743704387
37275937.20314938 	 3.2565322767765776 	 697.3800396652571 	 2762.5237559236703 	 1088.6304832400015 	 83.88163660138612
51794746.79231202 	 1.9047823999783748 	 691.3763977965797 	 3218.8971907005816 	 1387.386112432927 	 140.40614248434667
71968567.30011514 	 1.1729624655085098 	 745.4714117497482 	 4098.751317011928 	 1715.5526640429023 	 226.48270393137838
100000000.0 	 1.0252943493975657 	 891.4308773581462 	 4908.683617357108 	 2014.6373536158337 	 317.3792772782382
138949549.4373136 	 0.5545559040050083 	 894.3600106555376 	 5295.787843765603 	 2430.4082648178724 	 470.6477523110473
193069772.88832456 	 0.6179066972944767 	 944.0603872008384 	 6323.20603530213 	 2854.432242368684 	 666.9639751055331
268269579.52797163 	 0.15061724883687533 	 813.6092966683419 	 8242.89619988657 	 3368.294230858415 	 874.3614655760468
372759372.0314938 	 0.20930441180343895 	 958.0616217028546 	 8142.244484526552 	 3353.909532617663 	 919.447069433563
517947467.9231202 	 0.0 	 0.0 	 0.0 	 0.0 	 0.0
719685673.0011529 	 0.0 	 0.0 	 0.0 	 0.0 	 0.0
1000000000.0 	 0.0 	 0.0 	 0.0 	 0.0 	 0.0
