#E 	 30-90 	 0-30 	 -5-0 	 -30--5 	 -90--30
100.0 	 9.34400511977921e-10 	 0.0 	 0.0 	 0.0 	 0.0
138.94954943731375 	 3.4938890632190165e-09 	 0.0 	 0.0 	 0.0 	 0.0
193.06977288832496 	 6.534368690231747e-09 	 0.0 	 0.0 	 0.0 	 0.0
268.26957952797244 	 1.337615463975989e-08 	 0.0 	 0.0 	 0.0 	 0.0
372.7593720314938 	 3.97108402426286e-08 	 0.0 	 0.0 	 0.0 	 0.0
517.9474679231213 	 5.809537106819681e-08 	 0.0 	 0.0 	 0.0 	 0.0
719.6856730011522 	 1.1070353333136029e-07 	 0.0 	 0.0 	 0.0 	 0.0
1000.0 	 5.16167277254378e-07 	 0.0 	 0.0 	 0.0 	 0.0
1389.4954943731375 	 4.591912670748769e-07 	 1.794726069749106e-07 	 0.0 	 0.0 	 0.0
1930.6977288832495 	 1.2779935643318195e-06 	 0.0 	 0.0 	 0.0 	 0.0
2682.6957952797247 	 2.6081119094518433e-06 	 0.0 	 0.0 	 0.0 	 0.0
3727.593720314938 	 9.72491600495381e-06 	 0.0 	 0.0 	 0.0 	 0.0
5179.474679231213 	 0.00017252168997516497 	 3.245706326249891e-05 	 0.0 	 0.0 	 0.0
7196.856730011514 	 0.0004964278502613333 	 0.00017547703403177076 	 0.0 	 0.0 	 0.0
10000.0 	 0.002160306322028646 	 0.0020178737472846524 	 0.0 	 0.0 	 0.0
13894.95494373136 	 0.008001239256789328 	 0.008408699287150934 	 0.001143336704515053 	 0.0 	 0.0
19306.977288832495 	 0.03823758700914889 	 0.03333587805274148 	 0.0036979778901648284 	 0.0006053105029194898 	 0.0
26826.957952797275 	 0.1408848564186375 	 0.17164547378122405 	 0.07627946976272201 	 0.0 	 0.0
37275.93720314938 	 0.4990398170600333 	 0.756123576592665 	 0.2409885513659898 	 0.0 	 0.0
51794.74679231202 	 1.5175356819318753 	 2.6235512983369706 	 1.2789220173525302 	 0.008241024569598004 	 0.0
71968.56730011514 	 4.163417838550921 	 7.268403217330993 	 5.048409008262954 	 0.005399215192417799 	 0.0
100000.0 	 8.134250259979668 	 16.063439343960646 	 9.862065737628273 	 0.06382761708032444 	 0.0005091053523751217
138949.5494373136 	 12.687505080342282 	 28.538479306235672 	 22.244037536224663 	 0.12168120067277392 	 0.001246324037172631
193069.77288832495 	 18.093798728053255 	 42.18524374268004 	 35.46260649638131 	 0.3565557791905281 	 0.0051673607117990955
268269.57952797273 	 22.32110706448604 	 60.74599729437843 	 51.31686224105865 	 1.0019229381868844 	 0.0
372759.3720314938 	 28.063651485436637 	 83.7917780214767 	 83.14138341508874 	 1.9688293691620116 	 0.018580932722718536
517947.4679231202 	 29.170310606326503 	 105.82684043702838 	 124.39157380357787 	 3.6758689917390206 	 0.0
719685.6730011514 	 31.607785936123726 	 139.33381705432535 	 172.78454414362128 	 7.483096084978483 	 0.021002699731830707
1000000.0 	 34.70077926338239 	 167.24510005468056 	 203.06697036295176 	 10.141259859390791 	 0.025973769006631866
1389495.494373136 	 27.37871429995791 	 203.95385357245976 	 305.6004234697937 	 19.2728311484726 	 0.05603976155981602
1930697.7288832497 	 31.349277502420286 	 237.50504006074976 	 338.5349562180498 	 33.57103050863053 	 0.10476693339815248
2682695.7952797217 	 29.3260946847164 	 294.8584849222564 	 465.78474565223627 	 47.86695326891233 	 0.029505314962408612
3727593.720314938 	 23.53572609645956 	 334.54936821735396 	 605.4307876708691 	 86.81409076480506 	 0.1724155177393421
5179474.6792312125 	 24.388453339332997 	 383.6841404486783 	 779.2318638540416 	 124.3287779242878 	 0.19338069613648978
7196856.730011513 	 18.543631180440656 	 417.0763882913344 	 856.228861723474 	 173.4179087185533 	 0.15721734950042437
10000000.0 	 14.37673253279228 	 462.98573762193666 	 1051.409240476999 	 263.06476083328545 	 0.9725005947335652
13894954.94373136 	 13.21799167028049 	 535.1179034944186 	 1365.8737583513264 	 375.5259176881832 	 2.3113496409326215
19306977.288832497 	 7.216159004581549 	 547.0066476130041 	 1687.4714998724123 	 467.2152095530869 	 8.307881622110246
26826957.95279722 	 3.5548325357839694 	 560.3031095969689 	 1871.137418078934 	 644.8062632337367 	 23.048000456009767
37275937.20314938 	 3.005990853887097 	 660.7075045742774 	 2316.387682728118 	 798.5802025630823 	 37.06110034040809
51794746.79231202 	 1.8859161568535183 	 643.7216229292319 	 2638.5662991530353 	 999.0182550191469 	 89.26535650335614
71968567.30011514 	 1.1475176678575005 	 687.1082756043845 	 3321.129096766067 	 1223.8043553781765 	 175.37250621281117
100000000.0 	 1.0246793832040977 	 802.1843637638648 	 4061.3015003046935 	 1470.5597760288724 	 261.47376220964367
138949549.4373136 	 0.5537008771752459 	 781.8954128709927 	 3989.752100395662 	 1734.6487435431986 	 419.6586534914612
193069772.88832456 	 0.6174036639158605 	 818.1176150837138 	 5329.787135186561 	 2034.6446569429104 	 603.9136288535492
268269579.52797163 	 0.14867760527309076 	 725.5654295402985 	 6625.054900707204 	 2339.3267347516594 	 787.8318221200664
372759372.0314938 	 0.20930208909183884 	 852.1335498918634 	 6082.1900242086995 	 2313.4814954808107 	 836.6413925741076
517947467.9231202 	 0.0 	 0.0 	 0.0 	 0.0 	 0.0
719685673.0011529 	 0.0 	 0.0 	 0.0 	 0.0 	 0.0
1000000000.0 	 0.0 	 0.0 	 0.0 	 0.0 	 0.0
